TABLO-3 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Ön Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
103150617;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri;TYT;60;60;357,70587;388,48447;2;2;298,43189;305,94996;--;--;--;--;--;--;--;--;--;--;--;--
103150732;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri (KKTC Uyruklu);TYT;1;1;255,98671;255,98671;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103150592;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri;TYT;60;60;348,94652;407,84414;2;2;239,16215;251,12677;--;--;--;--;--;--;--;--;--;--;--;--
103150529;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Doðal Yapý Taþlarý Teknolojisi;TYT;40;41;257,08619;318,95169;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103150486;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Endüstriyel Cam ve Seramik;TYT;30;31;264,21356;307,84402;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103150511;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Geoteknik;TYT;40;40;270,96836;342,22665;1;1;246,81663;246,81663;--;--;--;--;--;--;--;--;--;--;--;--
103190640;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Kaynak Teknolojisi;TYT;40;41;277,34092;379,07762;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103190564;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Madencilik Teknolojisi;TYT;30;31;275,64898;320,72457;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103150495;DEVLET;DOKUZ EYLÜL ÜNÝVERSÝTESÝ (ÝZMÝR);Torbalý Meslek Yüksekokulu;Sondaj Teknolojisi;TYT;30;31;269,88478;335,22917;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103350703;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;60;62;302,95007;360,03021;2;0;--;--;--;--;--;--;2;1;230,18779;230,18779;--;--;--;--
103350184;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Dýþ Ticaret;TYT;45;47;252,28268;306,73410;2;0;--;--;--;--;--;--;2;2;210,25843;214,56519;--;--;--;--
103350642;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Gýda Teknolojisi;TYT;45;47;261,26015;333,53093;2;0;--;--;--;--;--;--;2;2;218,69769;226,85630;--;--;--;--
103350396;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;50;52;246,03887;317,19037;2;0;--;--;--;--;--;--;2;2;212,69135;217,86418;--;--;--;--
103390223;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Mahkeme Büro Hizmetleri;TYT;30;31;291,62618;342,50887;1;0;--;--;--;--;--;--;1;1;287,30427;287,30427;--;--;--;--
103350351;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;45;47;248,96010;322,26239;2;0;--;--;--;--;--;--;2;1;196,18236;196,18236;--;--;--;--
103350166;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Akçakoca Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði;TYT;60;62;249,71610;303,55688;2;0;--;--;--;--;--;--;2;2;229,22267;229,70879;--;--;--;--
103390148;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Çilimli Meslek Yüksekokulu;Laborant ve Veteriner Saðlýk;TYT;40;41;289,67280;349,66579;1;0;--;--;--;--;--;--;1;1;208,10002;208,10002;--;--;--;--
103350369;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Çilimli Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;40;41;243,28939;288,76116;1;0;--;--;--;--;--;--;1;1;216,77197;216,77197;--;--;--;--
103350669;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Çilimli Meslek Yüksekokulu;Týbbi ve Aromatik Bitkiler;TYT;30;31;242,71062;319,98492;1;0;--;--;--;--;--;--;1;1;230,21212;230,21212;--;--;--;--
103350766;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Dr. Engin Pak Cumayeri Meslek Yüksekokulu;Büro Yönetimi ve Yönetici Asistanlýðý;TYT;50;52;254,66048;361,44709;2;0;--;--;--;--;--;--;2;2;236,13847;236,77323;--;--;--;--
103350581;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Dr. Engin Pak Cumayeri Meslek Yüksekokulu;Endüstriyel Kalýpçýlýk;TYT;30;31;248,26975;298,46896;1;0;--;--;--;--;--;--;1;1;194,68560;194,68560;--;--;--;--
103350306;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Dr. Engin Pak Cumayeri Meslek Yüksekokulu;Makine;TYT;60;62;261,20048;296,88756;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
103350678;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Dr. Engin Pak Cumayeri Meslek Yüksekokulu;Mekatronik;TYT;40;41;281,81803;369,89355;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
103350712;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Alternatif Enerji Kaynaklarý Teknolojisi;TYT;30;31;246,21753;287,56007;1;0;--;--;--;--;--;--;1;1;186,73223;186,73223;--;--;--;--
103390201;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Aþçýlýk;TYT;40;40;287,43735;325,93603;1;1;206,66972;206,66972;--;--;--;--;1;1;251,14040;251,14040;--;--;--;--
103350457;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;60;62;292,55439;335,18843;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
103390251;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;E-Ticaret ve Pazarlama;TYT;30;31;261,59158;293,73551;1;0;--;--;--;--;--;--;1;1;229,49772;229,49772;--;--;--;--
103350536;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Grafik Tasarýmý;TYT;50;52;278,85310;314,29477;2;0;--;--;--;--;--;--;2;2;224,00873;232,25066;--;--;--;--
103350633;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Halkla Ýliþkiler ve Tanýtým;TYT;60;62;242,84236;291,57401;2;0;--;--;--;--;--;--;2;2;221,81046;231,91515;--;--;--;--
103350193;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gölyaka Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði;TYT;20;21;244,88523;268,11247;1;0;--;--;--;--;--;--;1;1;228,74756;228,74756;--;--;--;--
103350236;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gümüþova Meslek Yüksekokulu;Ýþ Saðlýðý ve Güvenliði;TYT;70;72;263,43866;312,89719;2;0;--;--;--;--;--;--;2;2;216,24495;240,46828;--;--;--;--
103390160;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gümüþova Meslek Yüksekokulu;Makine Resim ve Konstrüksiyonu;TYT;45;47;249,36600;275,14100;2;0;--;--;--;--;--;--;2;1;176,69440;176,69440;--;--;--;--
103350509;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gümüþova Meslek Yüksekokulu;Metalurji;TYT;40;41;240,62130;266,16520;1;0;--;--;--;--;--;--;1;1;231,51522;231,51522;--;--;--;--
103350624;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Gümüþova Meslek Yüksekokulu;Üretimde Kalite Kontrol;TYT;40;41;245,14202;302,15379;1;0;--;--;--;--;--;--;1;1;219,48176;219,48176;--;--;--;--
103390149;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Acil Durum ve Afet Yönetimi;TYT;50;52;293,29473;332,12051;2;0;--;--;--;--;--;--;2;2;261,83042;263,11557;--;--;--;--
103350545;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Çevre Koruma ve Kontrol;TYT;35;36;237,94749;280,96833;1;0;--;--;--;--;--;--;1;1;235,52458;235,52458;--;--;--;--
103350554;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Dýþ Ticaret;TYT;35;36;243,76818;307,76251;1;0;--;--;--;--;--;--;1;1;229,56220;229,56220;--;--;--;--
103350563;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Geleneksel El Sanatlarý;TYT;20;21;236,81899;302,95818;1;0;--;--;--;--;--;--;1;1;236,29340;236,29340;--;--;--;--
103350272;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Harita ve Kadastro;TYT;40;41;268,40611;348,68985;1;0;--;--;--;--;--;--;1;1;235,49371;235,49371;--;--;--;--
103350448;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Lojistik;TYT;30;31;266,48508;328,21435;1;0;--;--;--;--;--;--;1;1;231,08410;231,08410;--;--;--;--
103390202;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Polimer Teknolojisi;TYT;35;36;240,92618;283,71441;1;0;--;--;--;--;--;--;1;1;226,41422;226,41422;--;--;--;--
103350254;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Kaynaþlý Meslek Yüksekokulu;Yapý Ressamlýðý;TYT;35;36;239,16219;330,88175;1;0;--;--;--;--;--;--;1;1;238,21321;238,21321;--;--;--;--
103350757;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Arýcýlýk (Yýðýlca);TYT;20;21;235,38487;344,36987;1;0;--;--;--;--;--;--;1;1;227,50486;227,50486;--;--;--;--
103350518;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;60;61;315,89219;375,97774;2;1;289,60217;289,60217;--;--;--;--;2;2;176,94680;203,60098;--;--;--;--
103350024;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Elektrik;TYT;50;52;278,82879;361,79752;2;0;--;--;--;--;--;--;2;2;197,20180;231,87376;--;--;--;--
103350412;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Elektronik Haberleþme Teknolojisi;TYT;40;41;261,53403;325,98378;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
103350421;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Elektronik Teknolojisi;TYT;40;41;269,99258;333,12332;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
103390123;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Ýç Mekan Tasarýmý;TYT;40;41;281,58798;363,82851;1;0;--;--;--;--;--;--;1;1;253,53032;253,53032;--;--;--;--
103350403;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Ýklimlendirme ve Soðutma Teknolojisi;TYT;40;41;245,28596;308,84927;1;0;--;--;--;--;--;--;1;1;212,57135;212,57135;--;--;--;--
103350493;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;60;62;257,35588;382,59263;2;0;--;--;--;--;--;--;2;2;215,25787;215,35379;--;--;--;--
103350439;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Kontrol ve Otomasyon Teknolojisi;TYT;35;36;273,73546;329,06411;1;0;--;--;--;--;--;--;1;1;200,41464;200,41464;--;--;--;--
103350096;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Makine;TYT;45;47;284,03907;347,26975;2;0;--;--;--;--;--;--;2;2;182,54043;221,08474;--;--;--;--
103350739;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Moda Tasarýmý;TYT;60;62;263,36673;313,72373;2;0;--;--;--;--;--;--;2;2;260,09583;261,70407;--;--;--;--
103350378;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Meslek Yüksekokulu;Otomotiv Teknolojisi;TYT;40;41;282,04389;356,59169;1;0;--;--;--;--;--;--;1;1;197,90138;197,90138;--;--;--;--
103350784;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Ormancýlýk Meslek Yüksekokulu;Ormancýlýk ve Orman Ürünleri;TYT;50;50;313,32376;390,06821;2;2;242,96196;244,08178;--;--;--;--;2;2;232,21938;234,54248;--;--;--;--
103350599;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Çocuk Geliþimi;TYT;70;70;294,97022;345,29184;2;2;266,44720;270,11827;--;--;--;--;2;2;238,73019;241,27606;--;--;--;--
103350721;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým;TYT;70;70;336,81190;382,88276;2;2;245,86180;265,32618;--;--;--;--;2;2;251,56753;253,30422;--;--;--;--
103350687;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Saðlýk Hizmetleri Meslek Yüksekokulu;Yaþlý Bakýmý;TYT;70;72;286,49499;340,21145;2;0;--;--;--;--;--;--;2;2;231,67802;242,58123;--;--;--;--
103350696;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Çaðrý Merkezi Hizmetleri;TYT;75;77;247,98801;330,11082;2;0;--;--;--;--;--;--;2;2;216,92559;221,82192;--;--;--;--
103350387;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;55;57;255,44371;300,52963;2;0;--;--;--;--;--;--;2;2;219,38675;237,57841;--;--;--;--
103350342;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;50;52;262,75285;323,26330;2;0;--;--;--;--;--;--;2;2;219,72732;247,06767;--;--;--;--
103390124;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Nüfus ve Vatandaþlýk;TYT;50;51;286,00709;329,31603;2;1;223,82821;223,82821;--;--;--;--;2;2;241,45439;242,90441;--;--;--;--
103350527;DEVLET;DÜZCE ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Sosyal Güvenlik;TYT;70;72;269,75197;316,86628;2;0;--;--;--;--;--;--;2;2;246,21553;267,60755;--;--;--;--
103450571;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Aliaða Meslek Yüksekokulu;Elektrik;TYT;80;80;302,31606;354,14136;2;2;240,33218;263,04850;--;--;--;--;--;--;--;--;--;--;--;--
103451039;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Aliaða Meslek Yüksekokulu;Kimya Teknolojisi;TYT;80;81;293,07314;412,59121;2;1;292,06594;292,06594;--;--;--;--;--;--;--;--;--;--;--;--
103450614;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Aliaða Meslek Yüksekokulu;Makine;TYT;80;81;305,68160;350,78010;2;1;261,43307;261,43307;--;--;--;--;--;--;--;--;--;--;--;--
103451348;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Aliaða Meslek Yüksekokulu;Metalurji;TYT;50;52;279,49998;324,08102;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451048;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Aliaða Meslek Yüksekokulu;Rafineri ve Petro-Kimya Teknolojisi;TYT;55;57;290,10873;367,86942;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451569;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Ameliyathane Hizmetleri;TYT;70;70;343,53772;452,85900;2;2;296,94267;311,68720;--;--;--;--;--;--;--;--;--;--;--;--
103450023;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Anestezi;TYT;70;70;384,13819;490,13307;2;2;374,02125;376,79610;--;--;--;--;--;--;--;--;--;--;--;--
103450147;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Çocuk Geliþimi;TYT;65;65;333,58145;394,26581;2;2;306,47224;328,70347;--;--;--;--;--;--;--;--;--;--;--;--
103450041;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Diyaliz;TYT;70;70;334,68049;387,69732;2;2;317,68925;318,23444;--;--;--;--;--;--;--;--;--;--;--;--
103451375;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Eczane Hizmetleri;TYT;65;65;333,76757;387,65622;2;2;248,86002;309,43592;--;--;--;--;--;--;--;--;--;--;--;--
103490439;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Eczane Hizmetleri (Uzaktan Öðretim);TYT;150;153;312,55235;413,93505;4;1;304,45776;304,45776;--;--;--;--;--;--;--;--;--;--;--;--
103451666;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Engelli Bakýmý ve Rehabilitasyon;TYT;65;66;301,83304;350,44216;2;1;280,74522;280,74522;--;--;--;--;--;--;--;--;--;--;--;--
103490440;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Engelli Bakýmý ve Rehabilitasyon (Uzaktan Öðretim);TYT;150;154;258,47620;381,12923;4;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451303;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Ýlk ve Acil Yardým;TYT;70;70;374,50572;425,13288;2;2;346,45671;361,66558;--;--;--;--;--;--;--;--;--;--;--;--
103451675;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Optisyenlik;TYT;65;66;346,80338;420,02684;2;1;284,07186;284,07186;--;--;--;--;--;--;--;--;--;--;--;--
103450086;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Dokümantasyon ve Sekreterlik;TYT;50;50;353,74506;376,11712;2;2;330,35883;332,18293;--;--;--;--;--;--;--;--;--;--;--;--
103451242;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Görüntüleme Teknikleri;TYT;65;65;369,36198;458,90552;2;2;307,70459;337,64148;--;--;--;--;--;--;--;--;--;--;--;--
103451233;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Týbbi Laboratuvar Teknikleri;TYT;65;65;357,38768;427,32340;2;2;318,47263;329,35714;--;--;--;--;--;--;--;--;--;--;--;--
103451612;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bayýndýr Meslek Yüksekokulu;Çim Alan Tesisi ve Yönetimi;TYT;30;31;243,98720;277,51844;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451296;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bayýndýr Meslek Yüksekokulu;Moda Tasarýmý;TYT;35;36;298,99203;328,94527;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103490355;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bayýndýr Meslek Yüksekokulu;Peyzaj ve Süs Bitkileri Yetiþtiriciliði;TYT;35;36;271,26698;323,83254;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103450526;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bayýndýr Meslek Yüksekokulu;Seracýlýk;TYT;30;31;247,46877;290,35363;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451269;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;65;66;333,96351;396,97465;2;1;312,67731;312,67731;--;--;--;--;--;--;--;--;--;--;--;--
103451824;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Bitki Koruma;TYT;30;31;290,78982;382,41048;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451357;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Eser Koruma;TYT;50;52;256,86793;340,94329;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451181;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Kontrol ve Otomasyon Teknolojisi;TYT;30;30;301,38058;393,92326;1;1;297,28648;297,28648;--;--;--;--;--;--;--;--;--;--;--;--
103451463;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Mantarcýlýk;TYT;20;21;247,53522;288,85154;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103490540;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;50;52;276,45148;314,33986;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103490441;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý (Uzaktan Öðretim);TYT;100;103;266,78606;346,93249;3;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103450641;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Seracýlýk;TYT;50;52;243,73818;373,51443;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451639;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Turizm Animasyonu;TYT;40;41;268,60591;302,60985;1;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103450668;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Bergama Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði;TYT;45;47;301,62471;344,36989;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103490357;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Basým ve Yayým Teknolojileri;TYT;70;72;306,27001;368,45706;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103450456;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;80;80;379,48463;459,44958;2;2;351,33664;373,62586;--;--;--;--;--;--;--;--;--;--;--;--
103450129;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Biyomedikal Cihaz Teknolojisi;TYT;80;82;319,08172;414,34268;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103450156;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Elektrik;TYT;80;80;338,91084;392,75171;2;2;305,55202;318,99595;--;--;--;--;--;--;--;--;--;--;--;--
103451154;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Elektronik Haberleþme Teknolojisi;TYT;80;82;307,68811;395,50200;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451163;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Elektronik Teknolojisi;TYT;80;81;321,84517;430,88569;2;1;278,84931;278,84931;--;--;--;--;--;--;--;--;--;--;--;--
103450226;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Gýda Teknolojisi;TYT;60;60;316,32608;354,57404;2;2;308,98516;309,19179;--;--;--;--;--;--;--;--;--;--;--;--
103450898;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Grafik Tasarýmý;TYT;65;65;347,29673;407,59835;2;2;305,51853;321,96712;--;--;--;--;--;--;--;--;--;--;--;--
103490449;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Ýç Mekan Tasarýmý;TYT;40;40;339,60997;397,35830;1;1;310,46163;310,46163;--;--;--;--;--;--;--;--;--;--;--;--
103451084;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;70;72;323,85830;422,69369;2;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--
103451021;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Kimya Teknolojisi;TYT;80;80;317,49521;364,38085;2;2;303,59082;312,53260;--;--;--;--;--;--;--;--;--;--;--;--
103450271;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Makine;TYT;80;80;337,54827;402,40530;2;2;321,80019;328,77129;--;--;--;--;--;--;--;--;--;--;--;--
103490356;DEVLET;EGE ÜNÝVERSÝTESÝ (ÝZMÝR);Ege Meslek Yüksekokulu;Makine Resim ve Konstrüksiyonu;TYT;70;70;307,35906;362,45717;2;2;260,54284;301,89986;--;--;--;--;--;--;--;--;--;--;--;--
